job_id,job_date,vehicle_brand,vehicle_model,region,job_type,battery_type,is_mobile,parts_cost,labor_hours,hourly_rate,travel_cost,discount_pct,total_price,margin,customer_id,is_repeat_customer
589,12-30-2023,LEXUS ,RX 450h,South,Install,NiMH_Premium,0,1291.57,4.06,111,0.0,0.0,2273.41,531.74,2156,1
590,26/05/2023,LEXUS ,RX 450h,West,Install,NiMH_Standard,1,764.7,1.37,128,42.27,0.0,1484.33,501.81,2400,0
591,03-20-2024,LEXUS ,RX 450h,West,Install,,0,922.23,2.76,105,0.0,0.1,1186.9,-25.49,2858,0
592,07-29-2024,nissan,Altima Hybrid,West,Diagnostic,NiMH_Standard,0,103.18,1.6,90,0.0,0.1,266.67,19.44,1687,0
593,2023-04-10, honda,Insight,West,Install,NiMH_Standard,0,858.08,2.32,126,0.0,0.0,1444.17,293.29,1231,1
594,2022-10-28,Nisan,Altima Hybrid,,Install,LiIon_Premium,0,1520.58,2.81,110,0.0,0.0,2272.37,442.92,1798,1
595,01/10/2023,For d,Escape Hybrid,South,Install,NiMH_Standard,1,775.31,3.47,132,39.52,0.1,1471.8,198.28,1312,1
596,08-08-2024,lexus,ES 300h,North,Install,LiIon_Premium,0,1765.05,4.21,95,0.0,0.0,2718.78,553.34,2455,1
597,12-17-2024,Hundai,Ioniq Hybrid,North,Warranty_Replacement,NiMH_Standard,1,689.45,1.09,108,51.86,0.0,1045.44,185.96,2133,0
598,2024-06-12,Lexus  ,RX 450h,South,Install,NiMH_Premium,1,1026.08,1.91,118,10.0,0.05,1499.58,238.65,2514,0
599,2022-09-26,kia,Niro Hybrid,North,Install,NiMH_Premium,1,1264.42,2.24,91,40.12,0.2,1544.29,35.62,1679,0
600,2022-08-13, kia,Niro Hybrid,North,Install,,1,1673.29,1.77,134,44.95,0.0,2481.19,525.77,2909,0
601,20/09/2023,Hundai,Ioniq Hybrid,West,Install,NiMH_Standard,0,816.51,1.83,115,0.0,0.2,1038.67,12.07,2791,0
602,17/03/2023,Lexus  ,RX 450h,North,Install,NiMH_Standard,0,840.63,2.22,93,0.0,0.0,1262.41,215.14,2831,1
603,01/11/2023,kia,Niro Hybrid,West,Diagnostic,LiIon_Standard,0,35.88,1.82,122,0.0,0.0,508.8,251.28,2425,0
604,10-08-2024,honda,CR-V Hybrid,East,Warranty_Replacement,LiIon_Standard,1,1358.13,1.78,128,60.49,0.0,2087.09,440.43,1374,1
605,25/08/2023,LEXUS ,ES 300h,East,Install,,0,1203.21,3.03,103,0.0,0.1,1759.05,244.25,1294,1
606,25/01/2023,HYUNDAI,Ioniq Hybrid,East,Install,NiMH_Standard,0,835.71,2.24,115,0.0,0.05,1259.12,166.31,2914,0
607,09/08/2024,FORD,Escape Hybrid,South,Install,NiMH_Standard,0,941.61,3.51,122,0.0,0.05,1640.63,271.18,2741,1
608,2023-04-26,Hundai,Ioniq Hybrid,East,Install,LiIon_Standard,1,1269.2,4.5,92,30.87,0.2,1725.75,11.62,2761,1
609,2023-10-25,nissan,Rogue Hybrid,North,Install,LiIon_Standard,1,1215.44,2.29,111,45.49,0.05,1653.89,138.78,2284,1
610,2022-05-29,LEXUS ,RX 450h,West,Diagnostic,LiIon_Standard,0,20.32,2.06,112,0.0,0.0,219.1,-32.2,2713,0
611,07-11-2023,LEXUS ,ES 300h,South,Install,NiMH_Standard,0,944.09,3.29,100,0.0,0.1,1379.47,106.23,1987,1
612,04-12-2023,Chevrolet,Volt,North,Diagnostic,NiMH_Standard,0,82.37,1.21,99,0.0,0.0,174.17,-27.84,1324,0
613,2022-05-15,Lexus  ,RX 450h,East,Install,LiIon_Premium,1,1637.91,3.32,116,49.75,0.05,2380.13,307.34,1513,0
614,20/08/2022,chevy,Volt,East,Diagnostic,LiIon_Standard,0,48.88,1.4,122,0.0,0.15,207.84,-11.26,2703,0
615,02-10-2024, kia,Niro Hybrid,South,Install,NiMH_Standard,0,901.53,4.49,104,0.0,0.05,1730.75,362.71,2299,0
616,07-17-2022,Kia Motors,Niro Hybrid,East,Install,LiIon_Premium,1,1757.66,3.42,92,29.62,0.0,2637.39,535.83,2994,0
617,2022-05-25,honda,CR-V Hybrid,North,Install,NiMH_Premium,0,1211.73,3.43,124,0.0,0.05,1854.65,217.24,2796,1
618,03-05-2022,For d,Escape Hybrid,East,Diagnostic,NiMH_Standard,1,129.14,0.99,93,31.38,0.0,195.3,-57.22,2518,0
619,01-30-2022,toyota,Prius,North,Install,NiMH_Premium,0,1284.57,3.67,85,0.0,0.0,1965.62,368.99,1076,0
620,2023-04-21,honda,Insight,North,Install,LiIon_Standard,1,1287.13,2.23,101,24.15,0.05,1717.55,180.59,1370,1
621,19/06/2023,CHEVROLET ,Volt,,Install,NiMH_Premium,0,1288.59,3.09,125,0.0,0.0,2117.47,442.98,1750,0
622,2023-11-15,chevy,Volt,South,Install,NiMH_Premium,0,1205.84,5.31,122,0.0,0.0,2424.81,571.56,1071,0
623,19/09/2023,Hnda,CR-V Hybrid,South,Install,,1,1305.42,1.0,100,40.66,0.05,1673.05,227.31,2871,0
624,08-11-2023,Chevrolet,Volt,South,Install,NiMH_Standard,0,1055.56,3.19,110,0.0,0.0,1763.69,357.61,1456,0
625,2024-12-29,HYUNDAI,Ioniq Hybrid,,Install,LiIon_Premium,1,1592.23,3.22,132,50.47,0.0,2549.92,482.53,1765,0
626,01/10/2022,Honda ,Insight,North,Install,NiMH_Premium,0,1202.8,2.82,120,0.0,0.2,1500.6,-40.3,2349,1
627,19/02/2024,ford ,Escape Hybrid,South,Diagnostic,NiMH_Premium,0,115.69,1.1,122,0.0,0.0,289.74,40.13,1071,1
628,2022-03-29,ford,Escape Hybrid,North,Diagnostic,LiIon_Standard,0,89.27,1.25,89,0.0,0.0,167.09,-33.05,2272,0
629,2024-07-18,Hyundai ,Sonata Hybrid,East,Install,LiIon_Standard,0,1255.71,2.8,97,0.0,0.15,1567.63,40.48,1202,0
630,2023-02-02,For d,Escape Hybrid,,Install,NiMH_Premium,1,995.26,3.18,90,40.99,0.0,1523.24,201.01,2804,1
631,2023-01-15,KIA,,South,Install,LiIon_Standard,0,1027.56,2.61,133,0.0,0.15,1464.99,90.31,2381,0
632,05-29-2022,ford,Fusion Hybrid,West,Install,LiIon_Premium,0,1949.14,4.62,102,0.0,0.1,2799.51,379.35,1671,0
633,07-12-2023,Chevrolet,Volt,North,Install,LiIon_Standard,0,1337.02,2.8,109,0.0,0.05,2003.68,361.64,2400,0
634,2023-03-14,CHEVROLET ,Malibu Hybrid,North,Install,LiIon_Standard,0,1229.91,3.46,112,0.0,0.0,2140.54,523.6,1628,1
635,2024-12-02,honda,Insight,East,Install,NiMH_Standard,0,941.93,2.46,111,0.0,0.0,1465.44,249.92,1230,1
636,2022-07-14,KIA,Niro Hybrid,East,Diagnostic,NiMH_Premium,1,51.57,1.67,87,46.61,0.1,302.0,58.83,1019,0
637,04-03-2023, honda,CR-V Hybrid,West,Install,NiMH_Premium,0,1160.26,3.59,130,0.0,0.0,1944.96,318.42,1438,0
638,12/09/2024,ford,Fusion Hybrid,North,Diagnostic,NiMH_Standard,0,51.77,1.41,104,0.0,0.1,247.46,49.08,2415,1
639,02/06/2024,Lexus  ,RX 450h,East,Install,LiIon_Standard,0,1130.41,2.18,130,0.0,0.1,1708.64,295.08,2127,0
640,2024-04-17,nissan,Altima Hybrid,South,Install,NiMH_Standard,0,647.4,2.4,123,0.0,0.1,1096.04,153.68,1546,0
641,2023-07-30,Kia Motors,Niro Hybrid,South,Install,NiMH_Standard,0,708.28,4.35,119,0.0,0.0,1665.2,439.4,2373,1
642,08-14-2024,Nissan ,Altima Hybrid,North,Diagnostic,NiMH_Standard,1,110.64,0.82,120,70.19,0.1,233.12,-45.9,1776,0
643,09-03-2022,Lexus  ,RX 450h,West,Diagnostic,NiMH_Standard,1,50.39,1.52,133,78.97,0.1,318.6,-12.98,1313,0
644,05/06/2024,CHEVROLET ,Volt,North,Install,NiMH_Standard,1,964.19,2.24,100,44.24,0.0,1467.81,234.96,2358,1
645,2023-09-28,lexus,ES 300h,West,Install,LiIon_Standard,0,1414.8,3.81,101,0.0,0.15,1914.1,114.82,1912,1
646,2023-01-19,ford,Escape Hybrid,East,Install,NiMH_Premium,1,1201.99,2.45,118,56.07,0.0,1955.65,408.39,2328,0
647,08-27-2022,CHEVROLET ,Volt,East,Install,NiMH_Standard,1,864.17,2.23,96,30.28,0.2,1110.15,1.67,2124,0
648,26/07/2023,Hundai,Sonata Hybrid,East,Install,NiMH_Standard,1,915.96,2.43,125,36.76,0.0,1532.68,276.19,1202,0
649,2022-01-04,Nissan ,,West,Install,LiIon_Standard,1,1250.01,2.56,86,35.57,0.0,1842.58,337.11,1099,0
650,2024-02-22,Lexus  ,RX 450h,North,Install,,0,1044.47,3.32,129,0.0,0.1,1682.24,209.01,1201,0
651,16/09/2022, chev,Volt,North,Diagnostic,,1,136.3,1.23,102,39.68,0.0,319.36,17.45,1447,0
652,03-03-2023,Kia Motors,Niro Hybrid,East,Install,NiMH_Premium,1,1373.98,2.12,85,25.3,0.0,1882.61,302.81,1448,0
653,07-31-2022,Honda ,Accord Hybrid,South,Install,,1,941.81,2.98,115,34.47,0.0,1496.61,177.89,2837,0
654,05-25-2023,LEXUS ,ES 300h,North,Install,LiIon_Premium,1,1647.56,2.09,98,60.3,0.1,2108.36,196.15,2566,0
655,2023-02-11,hyundai,Ioniq Hybrid,North,Install,LiIon_Standard,1,1300.5,3.51,100,44.5,0.0,2010.02,313.54,2759,0
656,07-25-2022,HYUNDAI,Sonata Hybrid,South,Install,LiIon_Premium,0,1755.57,3.66,109,0.0,0.05,2495.17,340.5,1948,1
657,08-31-2024,lexus,ES 300h,North,Warranty_Replacement,LiIon_Premium,1,1492.72,1.98,113,11.52,0.05,2020.24,291.89,1644,1
658,04-11-2024,KIA,Optima Hybrid,North,Diagnostic,NiMH_Standard,1,27.7,1.34,91,59.22,0.05,206.75,-1.72,1805,1
659,2023-03-01,toyota,RAV4 Hybrid,West,Install,NiMH_Standard,1,1056.81,4.4,87,34.72,0.0,1789.82,315.34,2735,1
660,03-05-2022, ford,Escape Hybrid,South,Diagnostic,NiMH_Standard,1,63.23,1.12,108,61.86,0.0,446.09,199.91,1711,0
661,07-14-2024, honda,Accord Hybrid,West,Install,NiMH_Premium,0,1021.51,2.24,102,0.0,0.2,1169.75,-80.71,2265,1
662,02-03-2024,Kia Motors,Optima Hybrid,West,Install,NiMH_Premium,0,1067.56,3.46,114,0.0,0.1,1732.25,269.86,1289,0
663,2023-09-01,Toyta,Prius,North,Install,NiMH_Standard,0,946.86,2.09,122,0.0,0.15,1266.4,64.09,2963,1
664,10-25-2023,honda,Accord Hybrid,East,Install,NiMH_Standard,1,801.29,2.83,115,77.62,0.1,1307.77,103.23,2283,1
665,2022-01-09,Hundai,Ioniq Hybrid,East,Install,NiMH_Premium,1,1229.0,2.52,90,57.05,0.1,1744.34,231.42,2932,0
666,2023-06-03,kia,Niro Hybrid,East,Diagnostic,LiIon_Standard,1,50.64,0.85,134,57.95,0.2,166.69,-55.67,1589,1
667,2022-07-26,hyundai,Sonata Hybrid,North,Install,LiIon_Standard,1,1090.7,2.8,120,72.28,0.05,1718.7,219.73,2233,1
668,2023-12-15,lexus,RX 450h,North,Diagnostic,LiIon_Premium,0,122.73,1.65,87,0.0,0.15,370.68,104.4,1548,1
669,16/10/2024,NISSAN,Rogue Hybrid,North,Diagnostic,NiMH_Standard,0,91.95,1.75,123,0.0,0.0,162.74,-144.8,1935,0
670,08-05-2023,Honda ,CR-V Hybrid,East,Diagnostic,NiMH_Premium,1,69.99,1.66,129,37.82,0.0,334.99,12.65,1645,0
671,10-24-2023,NISSAN,Rogue Hybrid,West,Install,LiIon_Premium,1,1637.44,3.27,113,56.06,0.05,2464.15,401.24,1284,1
672,2024-01-01,Hyundai ,Sonata Hybrid,East,Diagnostic,LiIon_Standard,1,123.95,1.07,126,35.55,0.05,414.72,120.26,1884,0
673,10-14-2024,Kia Motors,Niro Hybrid,East,Install,NiMH_Premium,1,1270.98,1.11,129,37.44,0.0,1783.25,331.15,2060,0
674,2022-02-11, toyota,Camry Hybrid,West,Install,NiMH_Premium,1,1337.62,3.29,133,46.46,0.05,2366.09,543.9,1314,0
675,12-06-2022,HYUNDAI,Sonata Hybrid,East,Install,NiMH_Standard,0,829.96,1.18,132,0.0,0.05,1227.69,242.43,1796,0
676,2022-10-21,KIA,Optima Hybrid,North,Warranty_Replacement,,1,1706.08,0.65,94,49.94,0.15,1770.08,-47.38,1187,1
677,02-24-2024,hyundai,Sonata Hybrid,West,Install,LiIon_Standard,0,1348.26,2.87,86,0.0,0.0,1877.63,282.49,2291,1
678,06/05/2023,TOYOTA,Prius,South,Install,NiMH_Premium,0,1133.99,3.21,117,0.0,0.0,1906.15,396.39,1625,1
679,04-25-2024,hyundai,Ioniq Hybrid,North,Diagnostic,NiMH_Premium,0,77.13,0.97,118,0.0,0.1,107.84,-84.28,1178,1
680,02/06/2023,nissan,Altima Hybrid,South,Install,NiMH_Premium,0,1129.97,4.23,113,0.0,0.05,1950.87,343.09,2026,1
681,19/04/2024, kia,Niro Hybrid,West,Diagnostic,NiMH_Standard,0,91.97,1.43,96,0.0,0.1,194.39,-34.96,2669,1
682,20/01/2022,Hnda,Accord Hybrid,North,Install,LiIon_Standard,1,1141.43,2.8,132,49.28,0.0,1854.78,294.41,2982,0
683,2024-12-18,Nisan,Rogue Hybrid,South,Install,NiMH_Premium,0,1268.64,4.11,105,0.0,0.0,2047.94,347.85,2934,1
684,08/11/2024,NISSAN,Altima Hybrid,North,Install,NiMH_Standard,0,937.29,4.25,122,0.0,0.15,1604.97,148.93,1347,1
685,17/02/2022,Honda ,CR-V Hybrid,North,Install,NiMH_Premium,0,1175.6,3.41,116,0.0,0.0,1802.12,230.96,1418,1
686,2023-03-05,LEXUS ,ES 300h,North,Install,LiIon_Premium,0,1753.94,2.38,129,0.0,0.1,2393.81,332.88,2785,1
687,2024-11-28, chev,Volt,East,Install,NiMH_Premium,1,1156.21,2.56,120,39.78,0.0,1964.91,461.75,2265,0
688,06/07/2024,Hyundai ,Ioniq Hybrid,West,Install,NiMH_Premium,0,1119.58,1.84,116,0.0,0.0,1640.15,306.82,2086,0
689,05-28-2023,CHEVROLET ,Malibu Hybrid,North,Diagnostic,LiIon_Standard,0,96.31,1.18,127,0.0,0.1,142.44,-103.58,2603,1
690,20/08/2023,Lexus  ,,North,Diagnostic,LiIon_Standard,1,97.61,0.67,87,35.57,0.0,255.56,63.66,1129,1
691,02/02/2022,Nisan,Altima Hybrid,North,Install,LiIon_Standard,1,1239.13,2.74,120,45.13,0.0,1976.92,364.26,2108,0
692,09-11-2023,Lexus  ,ES 300h,North,Install,LiIon_Premium,1,1628.83,3.21,114,51.92,0.1,2193.24,146.73,2144,0
693,2023-12-31,Nisan,Rogue Hybrid,East,Install,NiMH_Standard,1,878.04,1.41,123,29.9,0.0,1504.92,423.17,2870,0
694,29/01/2023,Nissan ,,East,Diagnostic,LiIon_Premium,0,63.44,0.57,96,0.0,0.0,59.03,-58.96,1934,0
695,12-02-2022,toyota,RAV4 Hybrid,East,Diagnostic,LiIon_Premium,1,125.75,0.95,114,21.32,0.05,154.57,-100.41,2023,0
696,26/06/2024,ford,Fusion Hybrid,South,Install,NiMH_Premium,0,1237.98,2.96,99,0.0,0.0,1936.33,405.51,2601,0
697,2023-05-07,KIA,Niro Hybrid,East,Install,LiIon_Standard,0,1301.75,2.6,90,0.0,0.05,1819.07,282.88,1541,0
698,2022-10-17,Hyundai ,Sonata Hybrid,North,Warranty_Replacement,NiMH_Standard,0,788.07,1.81,113,0.0,0.0,1359.74,367.06,1139,0
699,02-15-2023, toyota,RAV4 Hybrid,North,Diagnostic,NiMH_Premium,1,102.17,0.85,86,28.25,0.0,193.14,-10.12,1943,1
700,06-24-2023,Toyta,Prius,West,Install,NiMH_Standard,0,826.61,1.84,89,0.0,0.0,1208.42,218.01,2221,0
701,10-12-2022,HYUNDAI,Sonata Hybrid,East,Diagnostic,NiMH_Standard,0,60.42,0.93,111,0.0,0.15,176.08,12.14,1975,1
702,06/09/2023,HYUNDAI,Sonata Hybrid,West,Install,LiIon_Premium,0,1792.71,2.83,129,0.0,0.0,2713.1,555.39,2412,0
703,01/08/2024,HONDA,Insight,West,Install,NiMH_Standard,1,946.48,2.75,120,39.35,0.15,1413.93,97.89,1507,0
704,2024-03-24,Hnda,Accord Hybrid,East,Diagnostic,NiMH_Premium,0,4.9,1.26,85,0.0,0.0,144.57,32.92,1028,0
705,09-11-2022, honda,Accord Hybrid,West,Install,NiMH_Standard,0,881.07,3.34,90,0.0,0.0,1489.7,308.48,2573,0
706,01/06/2023,Hyundai ,Sonata Hybrid,South,Install,NiMH_Premium,0,1215.06,3.55,106,0.0,0.1,1759.75,168.87,2701,0
707,2023-08-19,toyota,RAV4 Hybrid,,Warranty_Replacement,NiMH_Premium,1,1159.25,1.56,106,26.16,0.0,1754.62,404.21,2235,0
708,01-15-2024,HYUNDAI,Sonata Hybrid,North,Diagnostic,NiMH_Standard,0,84.81,0.5,86,0.0,0.05,106.21,-21.6,1627,0
709,08/04/2024,CHEVROLET ,Malibu Hybrid,North,Install,LiIon_Standard,1,1082.84,4.02,97,22.47,0.15,1643.11,148.13,1740,1
710,06-16-2023,CHEVROLET ,Malibu Hybrid,North,Install,LiIon_Premium,0,1360.28,3.31,91,0.0,0.1,1968.92,307.59,1959,0
711,12-11-2022,Kia Motors,,South,Diagnostic,NiMH_Premium,0,50.74,0.72,113,0.0,0.05,86.86,-45.54,1843,0
712,23/12/2023,Hundai,Ioniq Hybrid,East,Install,LiIon_Premium,0,1733.87,3.22,117,0.0,0.1,2547.84,436.98,1447,1
713,2022-05-18,KIA,Niro Hybrid,East,Warranty_Replacement,LiIon_Standard,0,913.01,2.75,104,0.0,0.0,1441.44,242.68,1743,0
714,2024-01-09,LEXUS ,,East,Diagnostic,LiIon_Standard,0,54.69,2.06,113,0.0,0.1,234.32,-53.67,1596,0
715,2024-09-08,nissan,Rogue Hybrid,North,Install,NiMH_Standard,0,669.27,3.2,95,0.0,0.0,1259.84,286.53,1895,0
716,2024-02-16,Lexus  ,RX 450h,East,Install,NiMH_Standard,1,870.89,3.85,127,46.31,0.0,1792.65,386.79,1751,1
717,20/04/2023,HYUNDAI,Ioniq Hybrid,South,Diagnostic,LiIon_Premium,0,138.74,0.6,85,0.0,0.05,203.31,13.98,2056,0
718,06-20-2024,Chevrolet,,North,Warranty_Replacement,NiMH_Premium,0,1173.94,1.97,110,0.0,0.0,1804.43,413.25,2613,1
719,08-06-2023,Honda ,Insight,North,Install,NiMH_Premium,0,1187.1,2.73,101,0.0,0.1,1664.1,201.07,1661,0
720,2023-08-16,Hyundai ,Ioniq Hybrid,South,Install,LiIon_Standard,0,1400.71,3.27,107,0.0,0.0,2354.05,603.02,1115,0
721,07-22-2024, honda,Insight,North,Diagnostic,NiMH_Standard,0,80.64,2.01,110,0.0,0.0,327.12,25.87,2636,1
722,2022-07-31,nissan,Altima Hybrid,West,Install,LiIon_Standard,0,1274.2,3.2,117,0.0,0.1,1793.14,144.55,1372,1
723,2024-05-03,Lexus  ,ES 300h,East,Install,NiMH_Standard,0,1011.2,2.25,131,0.0,0.05,1508.86,202.93,2856,1
724,15/01/2024,Toyta,RAV4 Hybrid,East,Diagnostic,LiIon_Premium,0,94.16,0.57,113,0.0,0.2,169.53,11.16,2057,1
725,2023-08-03,lexus,ES 300h,North,Diagnostic,NiMH_Standard,1,88.66,2.02,96,56.07,0.0,411.69,72.77,2045,0
726,26/03/2022,TOYOTA,RAV4 Hybrid,West,Diagnostic,NiMH_Standard,1,75.84,1.46,111,65.94,0.0,350.36,46.87,1817,1
727,04-18-2024,kia,Optima Hybrid,East,Diagnostic,LiIon_Standard,1,69.62,1.42,110,69.9,0.0,257.82,-38.34,2422,0
728,28/08/2022,TOYOTA,Camry Hybrid,North,Install,NiMH_Standard,0,1010.06,2.73,128,0.0,0.0,1787.27,428.41,2305,0
729,2024-09-07,CHEVROLET ,Volt,East,Warranty_Replacement,LiIon_Premium,1,1659.62,2.19,113,58.22,0.0,2611.25,646.22,2861,0
730,05-17-2024,KIA,Optima Hybrid,South,Install,LiIon_Standard,0,1447.75,2.21,128,0.0,0.1,1949.13,218.44,1033,0
731,2023-02-03,Kia Motors,Optima Hybrid,South,Install,NiMH_Standard,0,774.34,3.31,117,0.0,0.0,1596.83,435.24,1383,1
732,22/04/2023, chev,Malibu Hybrid,North,Diagnostic,NiMH_Standard,1,123.01,0.61,113,49.5,0.15,284.93,43.19,1555,1
733,2022-01-28,nissan,Rogue Hybrid,South,Diagnostic,LiIon_Premium,0,94.16,1.02,101,0.0,0.05,374.71,177.49,1379,1
734,2023-06-30,Lexus  ,RX 450h,North,Diagnostic,LiIon_Standard,0,50.94,0.88,97,0.0,0.1,168.83,32.67,2896,0
735,03-05-2022,honda,CR-V Hybrid,North,Install,LiIon_Premium,1,1761.08,0.5,89,68.51,0.0,2353.54,479.45,1145,0
736,12-17-2024,kia,Optima Hybrid,North,Warranty_Replacement,NiMH_Standard,1,821.96,1.76,112,33.65,0.0,1382.92,330.5,1242,0
737,2023-12-02,kia,,West,Install,LiIon_Premium,0,1704.01,2.28,131,0.0,0.0,2468.83,466.02,1884,0
738,09-15-2022,ford,Escape Hybrid,North,Diagnostic,NiMH_Premium,0,65.4,1.09,85,0.0,0.05,196.53,38.07,1528,0
739,2024-05-30,KIA,Optima Hybrid,South,Warranty_Replacement,LiIon_Standard,0,1284.05,2.0,132,0.0,0.05,1939.63,391.42,1662,0
740,01-22-2022,Nissan ,,South,Install,NiMH_Premium,1,1312.97,4.41,127,28.85,0.0,2443.62,541.17,2207,1
741,25/08/2023,Lexus  ,RX 450h,West,Diagnostic,NiMH_Standard,0,95.56,1.35,106,0.0,0.0,260.32,21.41,2121,0
742,05-02-2022,LEXUS ,RX 450h,East,Install,LiIon_Premium,0,1564.96,3.27,100,0.0,0.2,1904.51,12.83,2728,1
743,2022-03-01, kia,Optima Hybrid,West,Diagnostic,LiIon_Premium,0,47.96,1.45,114,0.0,0.0,294.92,81.91,1902,0
744,2022-09-25,For d,Escape Hybrid,North,Diagnostic,NiMH_Premium,1,88.12,1.64,127,32.61,0.0,419.3,90.81,2874,0
745,11-19-2022,lexus,ES 300h,North,Diagnostic,LiIon_Premium,1,90.3,1.43,86,16.86,0.0,312.88,82.99,1380,1
746,2024-03-05,ford,Escape Hybrid,East,Install,NiMH_Standard,0,819.07,3.23,107,0.0,0.0,1482.38,318.2,1389,0
747,09-02-2024,Hundai,Sonata Hybrid,South,Install,NiMH_Standard,1,1090.96,3.57,87,42.39,0.0,1738.85,295.0,1782,0
748,2024-04-29,FORD,Fusion Hybrid,West,Warranty_Replacement,NiMH_Standard,0,997.62,0.5,117,0.0,0.05,1203.59,147.47,1233,1
749,21/03/2024,FORD,Fusion Hybrid,West,Warranty_Replacement,,1,1124.93,3.46,88,30.54,0.05,1768.98,308.83,1057,0
750,12/09/2023,HONDA,CR-V Hybrid,South,Warranty_Replacement,NiMH_Standard,0,813.33,3.11,100,0.0,0.1,1325.05,200.44,1742,0
751,11/02/2023,NISSAN,Altima Hybrid,West,Install,NiMH_Premium,0,1172.66,3.17,121,0.0,0.0,2002.01,445.33,2074,0
752,10-07-2022, honda,Insight,East,Install,NiMH_Standard,0,860.18,1.87,122,0.0,0.0,1306.32,218.05,1555,1
753,2024-11-01,toyota,Prius,North,Diagnostic,LiIon_Standard,1,117.68,1.81,96,27.17,0.1,304.09,-14.07,1542,1
754,26/07/2023,nissan,Altima Hybrid,South,Diagnostic,LiIon_Standard,1,109.54,0.85,110,44.13,0.0,178.31,-69.19,1194,1
755,17/01/2022,HYUNDAI,Ioniq Hybrid,North,Install,LiIon_Standard,0,1304.21,3.43,94,0.0,0.0,1921.63,295.27,1224,1
756,17/05/2023,CHEVROLET ,Malibu Hybrid,West,Install,NiMH_Standard,0,981.35,1.97,114,0.0,0.05,1438.73,232.38,2766,0
757,2024-01-17,KIA,Niro Hybrid,North,Install,LiIon_Standard,0,1398.76,4.78,85,0.0,0.1,2128.58,323.43,1131,0
758,2023-06-27,chevy,Malibu Hybrid,South,Install,NiMH_Standard,0,906.99,1.85,125,0.0,0.0,1430.2,292.43,2405,1
759,04/11/2023,Honda ,CR-V Hybrid,East,Install,,0,1348.31,3.06,86,0.0,0.15,1841.5,230.44,2428,0
760,2024-06-05,Kia Motors,Niro Hybrid,North,Install,NiMH_Premium,0,1271.3,1.3,115,0.0,0.0,1763.2,342.14,1406,1
761,2022-01-24,Honda ,CR-V Hybrid,North,Install,NiMH_Premium,1,1258.51,2.97,105,20.07,0.2,1592.12,2.0,1494,1
762,2024-09-17,Hundai,Ioniq Hybrid,East,Warranty_Replacement,NiMH_Standard,1,806.54,1.7,96,62.72,0.0,1211.57,178.89,1735,1
763,06-13-2024,Nisan,Rogue Hybrid,North,Diagnostic,LiIon_Standard,1,59.67,1.77,112,51.94,0.1,281.59,-28.1,2317,0
764,2023-04-05,Nisan,Rogue Hybrid,South,Warranty_Replacement,LiIon_Premium,0,1665.37,1.7,92,0.0,0.0,2182.27,360.3,1073,0
765,2024-04-15,For d,Escape Hybrid,South,Install,LiIon_Standard,0,1215.2,3.91,113,0.0,0.1,1753.01,95.88,2631,1
766,2022-03-14,Lexus  ,ES 300h,North,Install,LiIon_Premium,0,1523.23,2.18,117,0.0,0.05,2022.67,244.3,1681,0
767,04/12/2022,HYUNDAI,Sonata Hybrid,North,Install,LiIon_Premium,0,1781.11,2.77,107,0.0,0.15,2213.65,135.67,1999,0
768,2022-04-29,Chevrolet,Volt,,Install,NiMH_Standard,1,941.57,2.79,103,40.12,0.1,1374.7,105.6,2819,0
769,2023-11-27,HONDA,Accord Hybrid,West,Install,LiIon_Standard,1,1139.28,3.4,107,37.89,0.05,1791.45,250.87,1266,0
770,2024-07-26, chev,Volt,North,Diagnostic,NiMH_Standard,0,72.77,1.38,132,0.0,0.0,313.82,58.34,2895,1
771,2023-10-21,kia,Niro Hybrid,West,Diagnostic,NiMH_Premium,0,74.47,1.56,122,0.0,0.0,167.52,-97.41,2229,1
772,2024-02-19,nissan,Altima Hybrid,East,Diagnostic,NiMH_Standard,1,85.46,1.33,85,47.52,0.2,221.95,-24.37,1853,0
773,06/06/2022,toyota,Camry Hybrid,East,Install,LiIon_Premium,0,1570.17,3.53,99,0.0,0.15,2097.19,177.64,1143,0
774,19/10/2024,KIA,,East,Install,LiIon_Standard,0,1137.52,2.28,86,0.0,0.0,1741.95,408.2,1135,0
775,31/07/2022,lexus,RX 450h,East,Install,NiMH_Standard,1,962.37,3.31,96,24.29,0.0,1671.97,367.46,2634,0
776,31/07/2023,Nisan,Rogue Hybrid,West,Install,NiMH_Premium,0,1015.92,4.29,123,0.0,0.0,1924.79,381.62,1803,1
777,01-19-2024, chev,Malibu Hybrid,South,Diagnostic,NiMH_Premium,0,73.02,0.5,127,0.0,0.0,100.27,-36.25,2523,1
778,2024-07-27,Toyta,Prius,South,Install,LiIon_Standard,1,1260.87,3.39,107,54.17,0.0,2090.79,412.89,2666,0
779,19/10/2024, ford,Escape Hybrid,South,Diagnostic,LiIon_Premium,1,76.3,1.54,119,41.64,0.1,417.05,116.04,1804,1
780,18/10/2023,lexus,ES 300h,North,Install,NiMH_Standard,0,930.33,4.17,103,0.0,0.0,1721.51,361.78,1632,0
781,2023-09-24,Nissan ,Altima Hybrid,East,Warranty_Replacement,NiMH_Premium,0,1391.83,2.51,108,0.0,0.15,1759.37,96.65,1538,0
