job_id,job_date,vehicle_brand,vehicle_model,region,battery_type,is_mobile,parts_cost,labor_hours,hourly_rate,travel_cost,discount_pct,total_price,margin,customer_id,vehicle_age_years,mileage_at_install,avg_temp_c,failed_within_1y
625,2024-12-29 23:08:26,Hyundai,Ioniq Hybrid,North,LiIon_Premium,1,1592.23,3.22,132,50.47,0.0,2549.92,482.53,1765,0.7,113760.0,10.2,0
626,2022-10-01 17:12:09,Honda,Insight,North,NiMH_Premium,0,1202.8,2.82,120,0.0,0.2,1500.6,-40.3,2349,5.7,112610.0,14.6,1
629,2024-07-18 04:57:13,Hyundai,Sonata Hybrid,East,LiIon_Standard,0,1255.71,2.8,97,0.0,0.15,1567.63,40.48,1202,10.0,194520.0,14.8,0
630,2023-02-02 02:51:46,Ford,Escape Hybrid,West,NiMH_Premium,1,995.26,3.18,90,40.99,0.0,1523.24,201.01,2804,7.1,77247.0,16.2,0
631,2023-01-15 07:04:39,Kia,Niro Hybrid,South,LiIon_Standard,0,1027.56,2.61,133,0.0,0.15,1464.99,90.31,2381,7.1,151907.0,19.9,0
632,2022-05-29 00:34:08,Ford,Fusion Hybrid,West,LiIon_Premium,0,1949.14,4.62,102,0.0,0.1,2799.51,379.35,1671,10.3,122556.0,19.3,0
633,2023-07-12 06:16:40,Chevrolet,Volt,North,LiIon_Standard,0,1337.02,2.8,109,0.0,0.05,2003.68,361.64,2400,13.1,99966.0,13.0,0
634,2023-03-14 13:28:10,Chevrolet,Malibu Hybrid,North,LiIon_Standard,0,1229.91,3.46,112,0.0,0.0,2140.54,523.6,1628,14.8,94075.0,27.4,0
635,2024-12-02 19:47:20,Honda,Insight,East,NiMH_Standard,0,941.93,2.46,111,0.0,0.0,1465.44,249.92,1230,8.4,174334.0,18.0,0
637,2023-04-03 00:58:16,Honda,CR-V Hybrid,West,NiMH_Premium,0,1160.26,3.59,130,0.0,0.0,1944.96,318.42,1438,7.2,138612.0,28.2,1
639,2024-06-02 23:35:32,Lexus,RX 450h,East,LiIon_Standard,0,1130.41,2.18,130,0.0,0.1,1708.64,295.08,2127,6.8,144045.0,28.1,0
640,2024-04-17 03:09:50,Nissan,Altima Hybrid,South,NiMH_Standard,0,647.4,2.4,123,0.0,0.1,1096.04,153.68,1546,9.8,155591.0,10.6,0
641,2023-07-30 22:59:38,Kia,Niro Hybrid,South,NiMH_Standard,0,708.28,4.35,119,0.0,0.0,1665.2,439.4,2373,7.5,133676.0,14.6,0
644,2024-06-05 13:05:57,Chevrolet,Volt,North,NiMH_Standard,1,964.19,2.24,100,44.24,0.0,1467.81,234.96,2358,7.5,77560.0,15.1,0
645,2023-09-28 13:24:06,Lexus,ES 300h,West,LiIon_Standard,0,1414.8,3.81,101,0.0,0.15,1914.1,114.82,1912,7.7,57131.0,20.2,0
646,2023-01-19 04:49:36,Ford,Escape Hybrid,East,NiMH_Premium,1,1201.99,2.45,118,56.07,0.0,1955.65,408.39,2328,5.2,181586.0,23.1,1
647,2022-08-27 18:40:12,Chevrolet,Volt,East,NiMH_Standard,1,864.17,2.23,96,30.28,0.2,1110.15,1.67,2124,1.0,128321.0,19.0,0
648,2023-07-26 04:28:19,Hyundai,Sonata Hybrid,East,NiMH_Standard,1,915.96,2.43,125,36.76,0.0,1532.68,276.19,1202,6.0,123171.0,14.1,0
649,2022-01-04 07:32:57,Nissan,Rogue Hybrid,West,LiIon_Standard,1,1250.01,2.56,86,35.57,0.0,1842.58,337.11,1099,12.4,192183.0,29.6,0
650,2024-02-22 14:49:44,Lexus,RX 450h,North,NiMH_Standard,0,1044.47,3.32,129,0.0,0.1,1682.24,209.01,1201,12.2,77426.0,14.9,0
652,2023-03-03 04:42:14,Kia,Niro Hybrid,East,NiMH_Premium,1,1373.98,2.12,85,25.3,0.0,1882.61,302.81,1448,10.8,19061.0,23.2,0
653,2022-07-31 11:49:11,Honda,Accord Hybrid,South,NiMH_Premium,1,941.81,2.98,115,34.47,0.0,1496.61,177.89,2837,6.5,47538.0,17.7,0
654,2023-05-25 14:25:08,Lexus,ES 300h,North,LiIon_Premium,1,1647.56,2.09,98,60.3,0.1,2108.36,196.15,2566,5.6,98764.0,17.5,0
655,2023-02-11 03:48:30,Hyundai,Ioniq Hybrid,North,LiIon_Standard,1,1300.5,3.51,100,44.5,0.0,2010.02,313.54,2759,12.9,124687.0,22.7,0
656,2022-07-25 14:05:02,Hyundai,Sonata Hybrid,South,LiIon_Premium,0,1755.57,3.66,109,0.0,0.05,2495.17,340.5,1948,4.8,175666.0,28.8,0
659,2023-03-01 16:46:43,Toyota,RAV4 Hybrid,West,NiMH_Standard,1,1056.81,4.4,87,34.72,0.0,1789.82,315.34,2735,8.1,153729.0,20.1,0
661,2024-07-14 11:31:51,Honda,Accord Hybrid,West,NiMH_Premium,0,1021.51,2.24,102,0.0,0.2,1169.75,-80.71,2265,13.1,17529.0,14.6,0
662,2024-02-03 03:21:48,Kia,Optima Hybrid,West,NiMH_Premium,0,1067.56,3.46,114,0.0,0.1,1732.25,269.86,1289,8.4,232028.0,28.4,0
663,2023-09-01 09:30:36,Toyota,Prius,North,NiMH_Standard,0,946.86,2.09,122,0.0,0.15,1266.4,64.09,2963,7.1,103579.0,21.5,0
664,2023-10-25 01:53:45,Honda,Accord Hybrid,East,NiMH_Standard,1,801.29,2.83,115,77.62,0.1,1307.77,103.23,2283,11.5,169112.0,19.2,0
665,2022-01-09 08:06:51,Hyundai,Ioniq Hybrid,East,NiMH_Premium,1,1229.0,2.52,90,57.05,0.1,1744.34,231.42,2932,8.2,141840.0,25.2,0
667,2022-07-26 16:00:02,Hyundai,Sonata Hybrid,North,LiIon_Standard,1,1090.7,2.8,120,72.28,0.05,1718.7,219.73,2233,8.6,120214.0,20.3,0
671,2023-10-24 13:40:41,Nissan,Rogue Hybrid,West,LiIon_Premium,1,1637.44,3.27,113,56.06,0.05,2464.15,401.24,1284,12.5,110518.0,35.2,0
673,2024-10-14 20:29:29,Kia,Niro Hybrid,East,NiMH_Premium,1,1270.98,1.11,129,37.44,0.0,1783.25,331.15,2060,0.4,75505.0,18.0,0
674,2022-02-11 19:32:08,Toyota,Camry Hybrid,West,NiMH_Premium,1,1337.62,3.29,133,46.46,0.05,2366.09,543.9,1314,9.1,68485.0,26.0,0
675,2022-12-06 13:57:14,Hyundai,Sonata Hybrid,East,NiMH_Standard,0,829.96,1.18,132,0.0,0.05,1227.69,242.43,1796,5.7,113351.0,21.1,0
677,2024-02-24 15:15:33,Hyundai,Sonata Hybrid,West,LiIon_Standard,0,1348.26,2.87,86,0.0,0.0,1877.63,282.49,2291,7.4,64472.0,21.1,0
678,2023-05-06 10:51:33,Toyota,Prius,South,NiMH_Premium,0,1133.99,3.21,117,0.0,0.0,1906.15,396.39,1625,8.3,185917.0,15.5,0
680,2023-06-02 06:55:26,Nissan,Altima Hybrid,South,NiMH_Premium,0,1129.97,4.23,113,0.0,0.05,1950.87,343.09,2026,6.0,123878.0,15.5,0
682,2022-01-20 21:40:40,Honda,Accord Hybrid,North,LiIon_Standard,1,1141.43,2.8,132,49.28,0.0,1854.78,294.41,2982,8.7,203709.0,21.5,0
683,2024-12-18 08:42:30,Nissan,Rogue Hybrid,South,NiMH_Premium,0,1268.64,4.11,105,0.0,0.0,2047.94,347.85,2934,9.2,102575.0,11.9,0
684,2024-11-08 16:47:38,Nissan,Altima Hybrid,North,NiMH_Standard,0,937.29,4.25,122,0.0,0.15,1604.97,148.93,1347,8.6,96379.0,14.0,1
685,2022-02-17 12:53:20,Honda,CR-V Hybrid,North,NiMH_Premium,0,1175.6,3.41,116,0.0,0.0,1802.12,230.96,1418,8.3,143635.0,18.1,0
686,2023-03-05 18:59:27,Lexus,ES 300h,North,LiIon_Premium,0,1753.94,2.38,129,0.0,0.1,2393.81,332.88,2785,7.6,109629.0,26.7,0
687,2024-11-28 18:29:26,Chevrolet,Volt,East,NiMH_Premium,1,1156.21,2.56,120,39.78,0.0,1964.91,461.75,2265,7.7,158923.0,18.6,0
688,2024-07-06 14:26:25,Hyundai,Ioniq Hybrid,West,NiMH_Premium,0,1119.58,1.84,116,0.0,0.0,1640.15,306.82,2086,8.2,177529.0,18.5,1
691,2022-02-02 11:11:09,Nissan,Altima Hybrid,North,LiIon_Standard,1,1239.13,2.74,120,45.13,0.0,1976.92,364.26,2108,5.2,163966.0,10.6,0
692,2023-09-11 06:59:23,Lexus,ES 300h,North,LiIon_Premium,1,1628.83,3.21,114,51.92,0.1,2193.24,146.73,2144,11.8,174577.0,29.9,0
693,2023-12-31 15:38:08,Nissan,Rogue Hybrid,East,NiMH_Standard,1,878.04,1.41,123,29.9,0.0,1504.92,423.17,2870,7.7,152703.0,25.7,0
696,2024-06-26 04:15:34,Ford,Fusion Hybrid,South,NiMH_Premium,0,1237.98,2.96,99,0.0,0.0,1936.33,405.51,2601,6.8,98038.0,26.5,0
697,2023-05-07 07:09:02,Kia,Niro Hybrid,East,LiIon_Standard,0,1301.75,2.6,90,0.0,0.05,1819.07,282.88,1541,9.2,165595.0,7.8,0
700,2023-06-24 00:06:13,Toyota,Prius,West,NiMH_Standard,0,826.61,1.84,89,0.0,0.0,1208.42,218.01,2221,7.7,147904.0,20.5,0
702,2023-09-06 09:23:08,Hyundai,Sonata Hybrid,West,LiIon_Premium,0,1792.71,2.83,129,0.0,0.0,2713.1,555.39,2412,11.7,95291.0,11.4,0
703,2024-08-01 00:57:15,Honda,Insight,West,NiMH_Standard,1,946.48,2.75,120,39.35,0.15,1413.93,97.89,1507,10.7,100363.0,23.4,0
705,2022-09-11 07:35:19,Honda,Accord Hybrid,West,NiMH_Standard,0,881.07,3.34,90,0.0,0.0,1489.7,308.48,2573,8.3,116328.0,20.3,0
706,2023-06-01 10:34:35,Hyundai,Sonata Hybrid,South,NiMH_Premium,0,1215.06,3.55,106,0.0,0.1,1759.75,168.87,2701,10.8,164459.0,21.6,0
709,2024-04-08 06:55:00,Chevrolet,Malibu Hybrid,North,LiIon_Standard,1,1082.84,4.02,97,22.47,0.15,1643.11,148.13,1740,8.7,124677.0,13.0,0
710,2023-06-16 09:31:43,Chevrolet,Malibu Hybrid,North,LiIon_Premium,0,1360.28,3.31,91,0.0,0.1,1968.92,307.59,1959,4.5,119774.0,10.7,0
712,2023-12-23 22:56:46,Hyundai,Ioniq Hybrid,East,LiIon_Premium,0,1733.87,3.22,117,0.0,0.1,2547.84,436.98,1447,10.7,113634.0,13.5,0
715,2024-09-08 10:56:18,Nissan,Rogue Hybrid,North,NiMH_Standard,0,669.27,3.2,95,0.0,0.0,1259.84,286.53,1895,2.3,105866.0,20.2,0
716,2024-02-16 20:07:27,Lexus,RX 450h,East,NiMH_Standard,1,870.89,3.85,127,46.31,0.0,1792.65,386.79,1751,0.0,73443.0,16.3,0
719,2023-08-06 18:30:54,Honda,Insight,North,NiMH_Premium,0,1187.1,2.73,101,0.0,0.1,1664.1,201.07,1661,10.1,151809.0,19.8,0
720,2023-08-16 02:11:20,Hyundai,Ioniq Hybrid,South,LiIon_Standard,0,1400.71,3.27,107,0.0,0.0,2354.05,603.02,1115,9.3,79304.0,10.8,0
722,2022-07-31 15:21:00,Nissan,Altima Hybrid,West,LiIon_Standard,0,1274.2,3.2,117,0.0,0.1,1793.14,144.55,1372,9.1,122705.0,18.0,0
723,2024-05-03 20:03:45,Lexus,ES 300h,East,NiMH_Standard,0,1011.2,2.25,131,0.0,0.05,1508.86,202.93,2856,12.2,103646.0,27.8,0
728,2022-08-28 18:08:16,Toyota,Camry Hybrid,North,NiMH_Standard,0,1010.06,2.73,128,0.0,0.0,1787.27,428.41,2305,7.9,150654.0,20.3,0
730,2024-05-17 09:53:59,Kia,Optima Hybrid,South,LiIon_Standard,0,1447.75,2.21,128,0.0,0.1,1949.13,218.44,1033,6.9,106320.0,20.8,0
731,2023-02-03 04:17:10,Kia,Optima Hybrid,South,NiMH_Standard,0,774.34,3.31,117,0.0,0.0,1596.83,435.24,1383,10.4,79750.0,20.8,0
735,2022-03-05 10:39:39,Honda,CR-V Hybrid,North,LiIon_Premium,1,1761.08,0.5,89,68.51,0.0,2353.54,479.45,1145,5.9,159572.0,14.4,0
737,2023-12-02 22:29:54,Kia,Niro Hybrid,West,LiIon_Premium,0,1704.01,2.28,131,0.0,0.0,2468.83,466.02,1884,7.3,86960.0,29.4,0
740,2022-01-22 09:50:46,Nissan,Altima Hybrid,South,NiMH_Premium,1,1312.97,4.41,127,28.85,0.0,2443.62,541.17,2207,8.8,126187.0,20.5,0
742,2022-05-02 22:52:19,Lexus,RX 450h,East,LiIon_Premium,0,1564.96,3.27,100,0.0,0.2,1904.51,12.83,2728,9.0,170952.0,19.2,0
746,2024-03-05 21:10:41,Ford,Escape Hybrid,East,NiMH_Standard,0,819.07,3.23,107,0.0,0.0,1482.38,318.2,1389,7.0,90795.0,22.8,1
747,2024-09-02 10:42:50,Hyundai,Sonata Hybrid,South,NiMH_Standard,1,1090.96,3.57,87,42.39,0.0,1738.85,295.0,1782,6.5,115859.0,24.6,0
751,2023-02-11 10:37:02,Nissan,Altima Hybrid,West,NiMH_Premium,0,1172.66,3.17,121,0.0,0.0,2002.01,445.33,2074,4.6,102753.0,9.3,0
752,2022-10-07 06:37:09,Honda,Insight,East,NiMH_Standard,0,860.18,1.87,122,0.0,0.0,1306.32,218.05,1555,5.6,125258.0,18.4,0
755,2022-01-17 09:05:04,Hyundai,Ioniq Hybrid,North,LiIon_Standard,0,1304.21,3.43,94,0.0,0.0,1921.63,295.27,1224,13.5,117261.0,33.6,0
756,2023-05-17 11:48:37,Chevrolet,Malibu Hybrid,West,NiMH_Standard,0,981.35,1.97,114,0.0,0.05,1438.73,232.38,2766,7.2,156816.0,29.6,0
757,2024-01-17 13:43:43,Kia,Niro Hybrid,North,LiIon_Standard,0,1398.76,4.78,85,0.0,0.1,2128.58,323.43,1131,8.6,95171.0,17.3,0
758,2023-06-27 03:51:30,Chevrolet,Malibu Hybrid,South,NiMH_Standard,0,906.99,1.85,125,0.0,0.0,1430.2,292.43,2405,3.5,170967.0,23.1,1
759,2023-11-04 15:44:23,Honda,CR-V Hybrid,East,LiIon_Standard,0,1348.31,3.06,86,0.0,0.15,1841.5,230.44,2428,15.7,184187.0,15.7,0
760,2024-06-05 15:04:35,Kia,Niro Hybrid,North,NiMH_Premium,0,1271.3,1.3,115,0.0,0.0,1763.2,342.14,1406,5.4,130262.0,20.5,0
761,2022-01-24 20:48:46,Honda,CR-V Hybrid,North,NiMH_Premium,1,1258.51,2.97,105,20.07,0.2,1592.12,2.0,1494,4.5,88394.0,14.8,0
765,2024-04-15 22:50:57,Ford,Escape Hybrid,South,LiIon_Standard,0,1215.2,3.91,113,0.0,0.1,1753.01,95.88,2631,7.8,118356.0,14.7,0
766,2022-03-14 20:24:14,Lexus,ES 300h,North,LiIon_Premium,0,1523.23,2.18,117,0.0,0.05,2022.67,244.3,1681,5.3,115005.0,13.9,1
767,2022-12-04 12:07:12,Hyundai,Sonata Hybrid,North,LiIon_Premium,0,1781.11,2.77,107,0.0,0.15,2213.65,135.67,1999,9.1,190895.0,29.8,0
768,2022-04-29 00:15:03,Chevrolet,Volt,East,NiMH_Standard,1,941.57,2.79,103,40.12,0.1,1374.7,105.6,2819,3.5,115873.0,14.6,0
769,2023-11-27 17:41:54,Honda,Accord Hybrid,West,LiIon_Standard,1,1139.28,3.4,107,37.89,0.05,1791.45,250.87,1266,11.4,175312.0,26.0,0
773,2022-06-06 18:46:39,Toyota,Camry Hybrid,East,LiIon_Premium,0,1570.17,3.53,99,0.0,0.15,2097.19,177.64,1143,10.8,124458.0,15.0,0
774,2024-10-19 17:59:14,Kia,Niro Hybrid,East,LiIon_Standard,0,1137.52,2.28,86,0.0,0.0,1741.95,408.2,1135,7.6,121833.0,14.2,0
775,2022-07-31 14:51:15,Lexus,RX 450h,East,NiMH_Standard,1,962.37,3.31,96,24.29,0.0,1671.97,367.46,2634,3.0,105824.0,20.7,0
776,2023-07-31 08:08:44,Nissan,Rogue Hybrid,West,NiMH_Premium,0,1015.92,4.29,123,0.0,0.0,1924.79,381.62,1803,5.6,109556.0,8.9,0
778,2024-07-27 00:41:27,Toyota,Prius,South,LiIon_Standard,1,1260.87,3.39,107,54.17,0.0,2090.79,412.89,2666,8.2,155589.0,22.7,0
780,2023-10-18 14:23:09,Lexus,ES 300h,North,NiMH_Standard,0,930.33,4.17,103,0.0,0.0,1721.51,361.78,1632,4.4,90776.0,17.0,0
783,2023-09-14 18:07:46,Toyota,RAV4 Hybrid,North,NiMH_Premium,1,1305.19,3.34,98,23.35,0.0,2074.3,418.04,2419,4.9,158390.0,14.1,0
785,2023-12-10 02:47:41,Chevrolet,Malibu Hybrid,North,NiMH_Standard,0,1067.25,2.69,91,0.0,0.05,1539.25,227.25,2134,11.1,177635.0,12.6,0
790,2023-04-06 17:52:31,Toyota,Prius,South,NiMH_Standard,0,1030.1,3.22,106,0.0,0.15,1424.38,53.28,2924,8.5,96327.0,31.8,0
793,2024-09-12 18:37:41,Kia,Niro Hybrid,East,NiMH_Premium,0,1099.54,2.26,87,0.0,0.2,1293.67,-2.31,2787,8.4,168319.0,17.8,0
794,2024-02-08 04:30:23,Lexus,RX 450h,South,NiMH_Standard,1,994.48,0.5,110,38.21,0.0,1367.74,280.04,2839,9.6,161930.0,17.5,0
796,2023-09-26 00:43:25,Ford,Escape Hybrid,West,NiMH_Premium,0,1101.72,2.29,127,0.0,0.0,1805.41,412.8,1670,7.5,154768.0,24.1,0
797,2024-10-12 12:41:28,Nissan,Altima Hybrid,East,LiIon_Standard,0,1364.47,3.5,98,0.0,0.0,2010.34,303.08,1551,7.8,94557.0,12.1,0
800,2023-12-02 00:27:06,Chevrolet,Volt,North,NiMH_Standard,1,912.85,4.4,91,33.16,0.0,1700.06,354.02,2538,9.4,115224.0,25.9,0
801,2023-07-09 00:34:11,Toyota,Camry Hybrid,West,LiIon_Standard,0,1222.91,3.99,112,0.0,0.05,2020.94,351.25,1795,10.4,115169.0,17.7,0
802,2024-11-30 08:38:32,Ford,Fusion Hybrid,South,NiMH_Premium,0,1141.01,4.4,94,0.0,0.0,1788.62,234.04,1654,9.5,203627.0,8.3,0
804,2022-01-18 11:04:28,Nissan,Altima Hybrid,West,NiMH_Premium,1,1175.49,4.17,99,39.61,0.15,1822.88,194.66,1710,12.4,119597.0,14.3,0
805,2022-08-18 20:50:32,Kia,Niro Hybrid,East,LiIon_Standard,0,1256.84,2.97,129,0.0,0.1,1824.44,184.81,1261,8.1,112668.0,10.3,0
809,2024-05-06 07:49:31,Chevrolet,Malibu Hybrid,East,NiMH_Premium,0,1251.27,3.98,130,0.0,0.1,1946.21,177.16,2318,4.0,74083.0,18.6,0
811,2024-01-06 16:16:06,Toyota,Camry Hybrid,West,LiIon_Premium,0,1485.36,3.77,128,0.0,0.1,2192.81,224.74,1066,11.3,81126.0,12.4,0
812,2024-12-30 21:36:56,Nissan,Altima Hybrid,West,NiMH_Standard,1,1115.31,1.04,129,50.7,0.05,1553.36,252.67,2640,7.3,92634.0,11.7,0
815,2022-10-20 08:25:49,Lexus,RX 450h,North,NiMH_Standard,0,765.31,3.37,134,0.0,0.0,1585.21,368.31,2524,5.7,134454.0,20.0,0
817,2023-07-09 21:54:01,Toyota,Camry Hybrid,East,LiIon_Premium,1,1528.9,2.12,100,65.68,0.0,2273.05,466.01,2044,10.1,63038.0,18.3,1
818,2024-04-08 19:27:08,Toyota,Camry Hybrid,North,LiIon_Premium,1,1863.71,3.53,92,50.94,0.0,2587.42,348.19,1231,9.1,93365.0,26.5,0
819,2022-01-26 06:16:42,Kia,Niro Hybrid,North,NiMH_Standard,0,843.79,3.98,95,0.0,0.05,1425.5,203.49,2115,4.2,45561.0,26.2,0
820,2022-06-28 15:09:25,Nissan,Altima Hybrid,South,NiMH_Premium,1,1394.62,4.88,113,64.82,0.05,2483.5,473.0,2427,10.0,176076.0,18.4,0
824,2022-12-14 01:47:51,Kia,Optima Hybrid,West,LiIon_Premium,0,1661.21,4.46,101,0.0,0.2,2219.29,107.28,2582,13.6,124256.0,21.5,0
825,2022-12-06 02:11:14,Hyundai,Ioniq Hybrid,East,LiIon_Premium,0,1732.65,3.59,119,0.0,0.0,2722.88,563.04,2090,9.0,132416.0,8.1,0
826,2023-10-27 10:57:08,Toyota,RAV4 Hybrid,West,NiMH_Standard,1,1031.12,2.98,134,47.11,0.15,1525.35,47.48,2403,7.2,76401.0,22.9,0
828,2024-12-25 23:40:08,Nissan,Altima Hybrid,West,NiMH_Premium,0,1048.59,2.26,117,0.0,0.05,1628.63,316.2,1257,3.0,166452.0,20.9,0
829,2023-06-01 06:37:06,Lexus,RX 450h,South,LiIon_Standard,0,1124.95,3.51,126,0.0,0.05,1908.18,341.58,2928,14.2,180122.0,24.7,0
832,2024-11-01 06:13:46,Honda,Insight,North,LiIon_Standard,0,1427.4,3.51,110,0.0,0.0,2377.8,564.73,1551,6.4,122677.0,15.9,0
833,2022-01-20 12:53:48,Chevrolet,Malibu Hybrid,North,NiMH_Standard,0,867.11,1.75,116,0.0,0.1,1237.64,168.08,1829,3.8,100835.0,15.9,1
835,2024-03-05 03:46:36,Lexus,RX 450h,South,NiMH_Standard,1,617.67,3.17,106,39.48,0.1,1071.67,78.83,2714,8.3,142090.0,16.0,0
836,2024-11-27 20:41:24,Lexus,RX 450h,South,LiIon_Standard,1,1644.16,2.63,103,35.73,0.0,2384.36,433.65,1345,11.0,149392.0,28.0,0
838,2023-12-25 19:25:18,Honda,Accord Hybrid,West,NiMH_Standard,0,916.42,3.28,123,0.0,0.15,1259.14,-61.05,1633,11.7,154813.0,20.0,0
839,2022-07-25 15:42:32,Toyota,RAV4 Hybrid,North,NiMH_Premium,0,1233.44,4.06,110,0.0,0.1,2026.16,346.13,2869,6.0,146556.0,7.5,0
840,2022-02-25 01:10:30,Nissan,Rogue Hybrid,South,LiIon_Standard,1,1128.24,3.06,128,56.54,0.2,1520.94,-56.08,1451,7.7,158560.0,22.5,1
841,2023-04-10 01:39:13,Ford,Escape Hybrid,South,NiMH_Standard,1,804.62,3.11,92,27.68,0.0,1333.82,215.31,1850,8.0,92295.0,14.8,0
842,2023-09-24 09:39:34,Kia,Niro Hybrid,West,NiMH_Premium,1,1409.2,2.77,121,43.79,0.1,1872.12,83.74,2364,10.9,156476.0,25.6,0
843,2022-10-17 03:30:44,Nissan,Altima Hybrid,North,LiIon_Standard,1,1379.0,3.21,115,64.42,0.1,2101.58,288.96,1313,9.8,101848.0,21.8,0
844,2024-12-01 12:13:27,Toyota,Camry Hybrid,North,NiMH_Premium,0,1108.37,4.36,117,0.0,0.15,1713.26,94.96,1178,8.8,19603.0,26.7,1
845,2023-11-07 03:38:44,Toyota,Camry Hybrid,South,LiIon_Standard,0,1152.78,2.6,100,0.0,0.1,1563.87,151.3,1186,10.7,101481.0,25.3,0
848,2023-05-24 08:02:13,Toyota,Prius,East,NiMH_Standard,0,1145.9,1.35,123,0.0,0.05,1520.96,209.43,2881,3.9,97844.0,24.6,1
849,2022-05-03 00:55:18,Lexus,RX 450h,East,NiMH_Standard,1,877.41,3.17,107,24.33,0.0,1391.51,151.01,2839,9.3,129641.0,25.9,0
853,2023-04-12 07:34:14,Nissan,Altima Hybrid,North,LiIon_Standard,0,1146.33,3.24,103,0.0,0.0,1924.91,444.5,2126,8.7,153520.0,23.7,0
854,2024-09-23 22:50:26,Honda,Insight,South,NiMH_Standard,1,948.26,3.21,95,12.25,0.05,1614.48,348.73,1888,7.8,127712.0,13.1,0
855,2023-10-31 20:43:33,Ford,Escape Hybrid,South,NiMH_Premium,0,1345.07,2.29,133,0.0,0.2,1544.87,-104.63,1236,7.3,200346.0,10.0,0
857,2022-01-05 07:36:16,Honda,Accord Hybrid,East,LiIon_Standard,0,1204.35,2.8,85,0.0,0.0,1753.53,311.34,1913,8.4,98999.0,12.2,0
858,2024-06-20 10:34:06,Toyota,RAV4 Hybrid,South,NiMH_Standard,1,836.54,3.52,86,49.55,0.0,1720.14,531.13,2526,6.3,40491.0,23.1,0
859,2023-11-17 21:47:34,Kia,Niro Hybrid,East,LiIon_Premium,0,1500.94,3.33,130,0.0,0.0,2528.52,594.25,1835,16.2,131120.0,2.4,0
860,2023-11-17 14:56:56,Lexus,ES 300h,East,NiMH_Standard,1,883.94,2.3,92,30.22,0.0,1542.82,417.48,1858,12.1,98206.0,17.9,0
861,2022-11-06 17:17:39,Nissan,Rogue Hybrid,South,NiMH_Standard,1,937.29,3.11,85,38.22,0.1,1452.58,212.75,1462,11.3,76573.0,16.1,0
862,2022-07-23 19:39:43,Nissan,Rogue Hybrid,South,LiIon_Premium,1,1592.4,3.71,95,33.77,0.0,2503.79,525.2,1944,6.4,108099.0,26.6,0
863,2023-06-26 08:03:47,Toyota,Prius,East,NiMH_Premium,0,1432.76,2.06,95,0.0,0.0,2003.6,374.95,1152,5.1,88664.0,17.2,0
866,2023-08-01 02:37:03,Kia,Optima Hybrid,South,LiIon_Premium,1,1487.33,1.98,87,22.8,0.0,2152.39,470.0,1547,7.4,92608.0,15.4,0
869,2022-09-10 18:32:09,Chevrolet,Malibu Hybrid,North,NiMH_Standard,0,1006.91,2.82,117,0.0,0.0,1613.6,276.49,2407,8.3,180900.0,27.2,0
870,2022-09-16 08:46:18,Toyota,Prius,South,NiMH_Standard,1,1094.85,2.73,91,42.11,0.2,1290.04,-94.94,2704,3.7,124973.0,17.4,0
871,2024-09-26 13:57:01,Chevrolet,Volt,West,NiMH_Premium,1,1201.23,3.83,121,52.0,0.1,1948.37,232.15,1788,9.4,109386.0,16.2,0
872,2023-08-02 23:58:19,Honda,Accord Hybrid,North,NiMH_Premium,0,1174.86,2.85,101,0.0,0.1,1734.18,271.36,1787,11.2,183905.0,14.6,0
873,2024-10-02 04:09:47,Toyota,Prius,West,NiMH_Standard,0,750.3,1.12,105,0.0,0.1,1068.2,200.57,1026,1.3,108181.0,20.0,1
874,2024-11-03 19:01:26,Toyota,Camry Hybrid,North,NiMH_Premium,1,1241.96,2.92,97,46.42,0.0,2074.92,503.2,2364,5.3,70795.0,15.7,0
875,2023-04-06 23:53:49,Kia,Optima Hybrid,South,LiIon_Standard,1,1276.46,3.38,124,40.32,0.1,1982.29,246.84,1040,11.7,66942.0,15.7,0
876,2022-03-02 03:26:22,Hyundai,Sonata Hybrid,South,NiMH_Premium,1,1171.84,3.59,113,27.41,0.05,1912.97,307.82,2944,9.1,116800.0,28.2,0
877,2022-11-29 21:12:06,Hyundai,Sonata Hybrid,North,LiIon_Standard,0,1494.17,2.3,92,0.0,0.0,2234.27,528.92,2375,5.4,54310.0,18.3,0
878,2023-08-19 10:35:56,Kia,Optima Hybrid,West,LiIon_Standard,1,1284.84,2.78,105,46.5,0.0,1940.79,317.11,1931,10.2,73102.0,14.9,1
880,2022-01-03 11:21:22,Kia,Niro Hybrid,West,NiMH_Premium,0,1009.43,2.95,131,0.0,0.0,1882.05,485.9,2987,6.2,104750.0,11.0,0
881,2024-12-19 07:49:52,Toyota,RAV4 Hybrid,North,NiMH_Premium,0,1522.57,1.78,131,0.0,0.0,2108.23,352.87,1320,7.3,165278.0,19.4,0
882,2022-11-29 00:05:19,Lexus,ES 300h,West,NiMH_Premium,0,1155.21,3.99,91,0.0,0.0,1895.13,376.82,2491,4.6,171673.0,14.1,1
885,2023-08-20 12:49:28,Lexus,ES 300h,North,NiMH_Standard,0,840.32,1.88,121,0.0,0.05,1355.89,287.65,2325,8.1,146386.0,15.4,0
886,2024-01-31 10:07:26,Kia,Niro Hybrid,East,NiMH_Premium,0,1298.28,2.9,104,0.0,0.0,2122.33,522.11,2012,11.1,119845.0,12.0,0
