job_id,job_date,vehicle_brand,vehicle_model,region,job_type,battery_type,is_mobile,parts_cost,labor_hours,hourly_rate,travel_cost,discount_pct,total_price,margin,customer_id,is_repeat_customer
526,2022-09-24 10:56:44,Ford,Escape Hybrid,North,Warranty_Replacement,NiMH_Premium,0,1250.92,1.47,99,0.0,0.0,1751.98,355.15,2277,0
527,2024-07-05 16:57:53,Nissan,Altima Hybrid,North,Install,NiMH_Premium,1,1163.25,2.84,111,25.99,0.0,1859.29,354.61,2752,1
528,2022-11-26 10:32:29,Honda,Insight,West,Install,LiIon_Standard,1,1175.5,2.21,100,43.53,0.15,1662.15,222.13,2152,0
529,2024-05-16 00:54:08,Nissan,Altima Hybrid,East,Warranty_Replacement,LiIon_Premium,1,1631.61,2.4,124,24.79,0.0,2549.16,594.94,2363,0
530,2023-04-10 15:58:19,Nissan,Rogue Hybrid,South,Diagnostic,NiMH_Premium,0,59.0,1.88,129,0.0,0.0,425.84,124.88,1718,0
531,2022-04-24 19:32:02,Hyundai,Sonata Hybrid,East,Install,NiMH_Premium,1,892.69,3.67,99,54.71,0.1,1438.9,127.83,1777,1
532,2023-06-03 01:51:27,Honda,Accord Hybrid,North,Diagnostic,NiMH_Premium,1,49.74,1.71,123,59.88,0.2,243.42,-76.82,1824,0
533,2022-09-12 10:13:05,Honda,CR-V Hybrid,North,Install,NiMH_Premium,0,1392.27,1.9,90,0.0,0.0,1806.92,244.0,2938,1
534,2022-11-16 03:53:43,Ford,Fusion Hybrid,North,Install,NiMH_Standard,0,944.23,2.81,124,0.0,0.1,1523.11,230.99,1944,1
535,2023-07-21 09:33:51,Hyundai,Ioniq Hybrid,West,Diagnostic,NiMH_Standard,0,68.7,1.43,119,0.0,0.0,269.41,30.09,2725,0
536,2024-05-15 13:02:13,Honda,Insight,East,Diagnostic,LiIon_Premium,0,91.95,1.64,120,0.0,0.1,155.68,-132.55,1641,0
537,2023-10-05 13:32:14,Chevrolet,Volt,East,Install,NiMH_Premium,1,965.59,4.4,109,58.1,0.1,1778.07,274.48,2370,1
538,2024-02-25 15:17:14,Toyota,Prius,North,Install,NiMH_Premium,0,1233.85,3.86,90,0.0,0.15,1656.68,75.86,1548,1
539,2024-02-02 16:28:29,Hyundai,Ioniq Hybrid,North,Install,NiMH_Standard,1,1053.3,3.72,127,37.14,0.05,1839.22,276.7,1794,0
540,2022-09-17 14:05:18,Toyota,Prius,East,Install,LiIon_Standard,1,1285.47,5.11,90,50.68,0.15,1805.12,9.35,2717,1
541,2024-07-21 16:28:16,Kia,Niro Hybrid,South,Warranty_Replacement,NiMH_Standard,1,687.36,2.07,109,40.59,0.0,1230.99,277.7,2367,1
542,2024-07-12 07:33:48,Toyota,Prius,West,Install,NiMH_Premium,1,1150.33,2.77,93,14.87,0.1,1636.66,213.96,1972,1
543,2023-10-24 01:11:22,Honda,Accord Hybrid,East,Install,LiIon_Standard,1,1453.51,3.14,127,51.6,0.1,2138.69,234.56,1815,0
544,2022-11-21 06:54:15,Honda,CR-V Hybrid,South,Install,NiMH_Premium,0,1231.04,2.27,113,0.0,0.0,1825.68,338.37,2599,0
545,2023-01-23 19:17:47,Lexus,RX 450h,East,Install,LiIon_Premium,0,1529.8,3.05,110,0.0,0.15,2160.96,295.21,1310,0
546,2023-04-27 04:17:42,Toyota,RAV4 Hybrid,West,Install,NiMH_Standard,1,1184.12,1.62,100,21.97,0.1,1452.29,84.35,2697,1
547,2022-07-25 17:46:54,Chevrolet,Volt,South,Warranty_Replacement,LiIon_Standard,1,1149.54,1.63,124,34.2,0.15,1423.34,37.55,2237,0
548,2022-12-01 23:54:59,Hyundai,Sonata Hybrid,East,Install,LiIon_Premium,0,1670.85,2.91,95,0.0,0.0,2490.52,543.43,1657,1
549,2022-05-28 02:37:04,Hyundai,Ioniq Hybrid,West,Diagnostic,NiMH_Premium,1,48.88,1.67,121,63.03,0.1,238.37,-76.19,2396,0
550,2022-06-19 05:35:43,Kia,Optima Hybrid,North,Install,LiIon_Standard,1,1175.68,3.89,133,37.0,0.0,2075.31,345.42,2982,0
551,2024-03-25 20:54:43,Lexus,ES 300h,West,Install,NiMH_Premium,0,1145.74,2.23,98,0.0,0.2,1436.61,72.42,1698,0
552,2022-05-21 13:06:19,Chevrolet,Malibu Hybrid,North,Install,LiIon_Standard,1,1376.34,4.66,119,50.47,0.0,2525.22,543.78,1786,1
553,2023-05-29 16:47:20,Lexus,ES 300h,East,Install,LiIon_Premium,1,1854.86,3.12,100,41.75,0.05,2659.36,450.88,2858,0
554,2023-04-16 00:29:58,Ford,Fusion Hybrid,East,Install,LiIon_Standard,0,1253.66,3.19,131,0.0,0.0,2104.32,432.5,1688,1
555,2022-02-20 17:16:40,Nissan,Rogue Hybrid,East,Diagnostic,LiIon_Premium,0,49.7,0.5,129,0.0,0.1,63.22,-50.98,2708,1
556,2024-06-29 07:03:39,Hyundai,Ioniq Hybrid,South,Diagnostic,NiMH_Premium,0,94.36,0.89,100,0.0,0.0,181.48,-1.88,2799,1
557,2024-12-13 07:18:08,Kia,Optima Hybrid,East,Install,NiMH_Premium,1,1260.96,3.84,96,82.04,0.15,1813.23,101.6,2165,1
558,2023-12-01 01:34:21,Nissan,Altima Hybrid,North,Install,NiMH_Standard,0,928.85,3.14,89,0.0,0.15,1340.97,133.04,1164,1
559,2024-01-06 01:50:51,Lexus,RX 450h,North,Diagnostic,LiIon_Standard,1,88.27,1.25,119,47.8,0.0,347.89,62.6,1120,1
560,2022-09-12 19:29:58,Lexus,RX 450h,North,Install,LiIon_Premium,1,1686.49,3.18,130,20.08,0.1,2318.42,198.22,1561,0
561,2024-07-13 09:07:02,Hyundai,Ioniq Hybrid,East,Warranty_Replacement,LiIon_Standard,1,1311.78,0.99,92,32.21,0.1,1671.27,236.23,1034,0
562,2024-05-08 18:17:32,Toyota,Prius,South,Install,NiMH_Standard,0,878.2,2.92,125,0.0,0.0,1420.15,176.6,2525,1
563,2023-04-25 19:35:53,Chevrolet,Malibu Hybrid,North,Install,NiMH_Premium,0,1328.43,4.13,122,0.0,0.0,2264.22,432.34,2279,0
564,2024-02-12 20:44:30,Honda,Accord Hybrid,West,Install,LiIon_Standard,0,1567.42,3.87,108,0.0,0.0,2390.27,404.96,1909,0
565,2024-11-12 04:55:37,Nissan,Rogue Hybrid,South,Warranty_Replacement,LiIon_Premium,0,1721.56,1.91,96,0.0,0.0,2312.86,407.72,2627,1
566,2023-10-23 02:42:06,Honda,CR-V Hybrid,South,Install,NiMH_Standard,0,899.21,4.25,117,0.0,0.05,1804.85,408.28,1267,1
567,2022-08-07 11:31:03,Honda,Insight,South,Diagnostic,NiMH_Standard,0,87.68,0.57,114,0.0,0.05,50.0,-102.71,2000,0
568,2022-12-28 20:14:59,Honda,Insight,North,Install,NiMH_Premium,0,1121.05,2.22,125,0.0,0.0,1683.06,284.18,1676,1
569,2022-07-22 17:22:38,Kia,Niro Hybrid,East,Install,NiMH_Standard,0,991.8,4.49,113,0.0,0.2,1531.93,32.67,1046,0
570,2022-12-30 00:29:25,Hyundai,Ioniq Hybrid,South,Diagnostic,LiIon_Premium,0,93.24,1.49,87,0.0,0.0,207.45,-15.32,1956,0
571,2024-09-01 21:59:48,Nissan,Altima Hybrid,North,Install,NiMH_Premium,0,1149.54,2.77,95,0.0,0.15,1511.45,98.86,1289,1
572,2022-07-27 18:24:08,Chevrolet,Malibu Hybrid,West,Install,NiMH_Premium,1,1308.25,2.96,104,29.94,0.1,1954.21,308.63,1091,0
573,2024-09-03 10:19:27,Ford,Fusion Hybrid,West,Install,NiMH_Standard,0,902.28,2.35,109,0.0,0.1,1350.94,192.0,1422,0
574,2022-11-09 05:17:28,Toyota,RAV4 Hybrid,East,Diagnostic,NiMH_Premium,1,50.9,1.34,102,47.34,0.05,209.69,-25.06,1389,1
575,2023-07-01 10:13:55,Toyota,Camry Hybrid,West,Install,LiIon_Premium,1,1742.19,3.16,128,54.86,0.0,2740.88,539.62,2255,0
576,2023-08-02 13:38:19,Ford,Escape Hybrid,West,Install,NiMH_Premium,0,1228.44,3.02,99,0.0,0.15,1658.53,131.52,2586,0
577,2022-05-18 17:39:55,Nissan,Altima Hybrid,South,Warranty_Replacement,NiMH_Standard,1,1015.25,1.19,119,38.94,0.1,1390.75,195.17,1972,1
578,2022-07-21 11:37:52,Hyundai,Sonata Hybrid,East,Diagnostic,NiMH_Standard,1,104.95,1.33,103,60.18,0.1,300.83,-1.53,2282,0
579,2022-12-01 05:05:18,Nissan,Altima Hybrid,East,Diagnostic,LiIon_Premium,1,76.72,0.94,134,64.95,0.0,322.55,55.55,1204,1
580,2022-03-07 16:09:34,Toyota,Camry Hybrid,North,Diagnostic,LiIon_Premium,0,65.84,0.71,130,0.0,0.05,192.33,34.58,2573,1
581,2024-04-05 19:07:24,Toyota,Camry Hybrid,North,Diagnostic,NiMH_Standard,0,80.05,1.83,124,0.0,0.0,330.75,23.36,2003,0
582,2023-08-22 03:09:59,Lexus,ES 300h,North,Install,LiIon_Standard,0,1343.6,4.74,123,0.0,0.05,2241.24,315.15,1856,0
583,2024-07-15 08:40:02,Toyota,Prius,East,Install,NiMH_Standard,1,958.05,4.55,117,37.88,0.1,1773.32,244.56,2738,0
584,2024-08-03 02:46:45,Toyota,Prius,East,Diagnostic,NiMH_Premium,0,89.04,1.53,114,0.0,0.0,312.53,49.63,1627,0
585,2023-01-16 16:22:00,Chevrolet,Malibu Hybrid,East,Diagnostic,NiMH_Standard,0,77.28,1.07,113,0.0,0.0,51.18,-146.69,1878,0
586,2024-06-13 17:50:56,Nissan,Altima Hybrid,South,Warranty_Replacement,LiIon_Standard,0,1419.62,1.95,86,0.0,0.0,1918.16,330.78,2852,1
587,2022-03-09 01:13:16,Kia,Niro Hybrid,North,Install,LiIon_Premium,0,1619.08,3.32,131,0.0,0.0,2529.78,475.19,1299,1
588,2023-04-16 12:28:45,Toyota,Prius,South,Install,NiMH_Standard,0,1197.53,2.66,134,0.0,0.0,1927.01,372.53,2043,1
589,2023-12-30 23:17:49,Lexus,RX 450h,South,Install,NiMH_Premium,0,1291.57,4.06,111,0.0,0.0,2273.41,531.74,2156,1
590,2023-05-26 12:27:45,Lexus,RX 450h,West,Install,NiMH_Standard,1,764.7,1.37,128,42.27,0.0,1484.33,501.81,2400,0
591,2024-03-20 17:58:56,Lexus,RX 450h,West,Install,NiMH_Standard,0,922.23,2.76,105,0.0,0.1,1186.9,-25.49,2858,0
592,2024-07-29 04:00:44,Nissan,Altima Hybrid,West,Diagnostic,NiMH_Standard,0,103.18,1.6,90,0.0,0.1,266.67,19.44,1687,0
593,2023-04-10 07:06:20,Honda,Insight,West,Install,NiMH_Standard,0,858.08,2.32,126,0.0,0.0,1444.17,293.29,1231,1
594,2022-10-28 12:46:08,Nissan,Altima Hybrid,West,Install,LiIon_Premium,0,1520.58,2.81,110,0.0,0.0,2272.37,442.92,1798,1
595,2023-10-01 11:48:18,Ford,Escape Hybrid,South,Install,NiMH_Standard,1,775.31,3.47,132,39.52,0.1,1471.8,198.28,1312,1
596,2024-08-08 23:43:54,Lexus,ES 300h,North,Install,LiIon_Premium,0,1765.05,4.21,95,0.0,0.0,2718.78,553.34,2455,1
597,2024-12-17 04:07:22,Hyundai,Ioniq Hybrid,North,Warranty_Replacement,NiMH_Standard,1,689.45,1.09,108,51.86,0.0,1045.44,185.96,2133,0
598,2024-06-12 00:29:13,Lexus,RX 450h,South,Install,NiMH_Premium,1,1026.08,1.91,118,10.0,0.05,1499.58,238.65,2514,0
599,2022-09-26 06:33:47,Kia,Niro Hybrid,North,Install,NiMH_Premium,1,1264.42,2.24,91,40.12,0.2,1544.29,35.62,1679,0
600,2022-08-13 18:53:18,Kia,Niro Hybrid,North,Install,LiIon_Premium,1,1673.29,1.77,134,44.95,0.0,2481.19,525.77,2909,0
601,2023-09-20 09:51:13,Hyundai,Ioniq Hybrid,West,Install,NiMH_Standard,0,816.51,1.83,115,0.0,0.2,1038.67,12.07,2791,0
602,2023-03-17 09:24:36,Lexus,RX 450h,North,Install,NiMH_Standard,0,840.63,2.22,93,0.0,0.0,1262.41,215.14,2831,1
603,2023-11-01 00:02:22,Kia,Niro Hybrid,West,Diagnostic,LiIon_Standard,0,35.88,1.82,122,0.0,0.0,508.8,251.28,2425,0
604,2024-10-08 01:07:28,Honda,CR-V Hybrid,East,Warranty_Replacement,LiIon_Standard,1,1358.13,1.78,128,60.49,0.0,2087.09,440.43,1374,1
605,2023-08-25 06:32:13,Lexus,ES 300h,East,Install,LiIon_Standard,0,1203.21,3.03,103,0.0,0.1,1759.05,244.25,1294,1
606,2023-01-25 07:35:49,Hyundai,Ioniq Hybrid,East,Install,NiMH_Standard,0,835.71,2.24,115,0.0,0.05,1259.12,166.31,2914,0
607,2024-08-09 16:43:29,Ford,Escape Hybrid,South,Install,NiMH_Standard,0,941.61,3.51,122,0.0,0.05,1640.63,271.18,2741,1
608,2023-04-26 21:17:44,Hyundai,Ioniq Hybrid,East,Install,LiIon_Standard,1,1269.2,4.5,92,30.87,0.2,1725.75,11.62,2761,1
609,2023-10-25 11:35:52,Nissan,Rogue Hybrid,North,Install,LiIon_Standard,1,1215.44,2.29,111,45.49,0.05,1653.89,138.78,2284,1
610,2022-05-29 03:38:55,Lexus,RX 450h,West,Diagnostic,LiIon_Standard,0,20.32,2.06,112,0.0,0.0,219.1,-32.2,2713,0
611,2023-07-11 03:20:59,Lexus,ES 300h,South,Install,NiMH_Standard,0,944.09,3.29,100,0.0,0.1,1379.47,106.23,1987,1
612,2023-04-12 19:21:05,Chevrolet,Volt,North,Diagnostic,NiMH_Standard,0,82.37,1.21,99,0.0,0.0,174.17,-27.84,1324,0
613,2022-05-15 16:50:05,Lexus,RX 450h,East,Install,LiIon_Premium,1,1637.91,3.32,116,49.75,0.05,2380.13,307.34,1513,0
614,2022-08-20 17:04:55,Chevrolet,Volt,East,Diagnostic,LiIon_Standard,0,48.88,1.4,122,0.0,0.15,207.84,-11.26,2703,0
615,2024-02-10 00:20:15,Kia,Niro Hybrid,South,Install,NiMH_Standard,0,901.53,4.49,104,0.0,0.05,1730.75,362.71,2299,0
616,2022-07-17 17:51:03,Kia,Niro Hybrid,East,Install,LiIon_Premium,1,1757.66,3.42,92,29.62,0.0,2637.39,535.83,2994,0
617,2022-05-25 15:46:53,Honda,CR-V Hybrid,North,Install,NiMH_Premium,0,1211.73,3.43,124,0.0,0.05,1854.65,217.24,2796,1
618,2022-03-05 00:22:00,Ford,Escape Hybrid,East,Diagnostic,NiMH_Standard,1,129.14,0.99,93,31.38,0.0,195.3,-57.22,2518,0
619,2022-01-30 02:15:24,Toyota,Prius,North,Install,NiMH_Premium,0,1284.57,3.67,85,0.0,0.0,1965.62,368.99,1076,0
620,2023-04-21 16:23:26,Honda,Insight,North,Install,LiIon_Standard,1,1287.13,2.23,101,24.15,0.05,1717.55,180.59,1370,1
621,2023-06-19 22:35:56,Chevrolet,Volt,North,Install,NiMH_Premium,0,1288.59,3.09,125,0.0,0.0,2117.47,442.98,1750,0
622,2023-11-15 15:23:57,Chevrolet,Volt,South,Install,NiMH_Premium,0,1205.84,5.31,122,0.0,0.0,2424.81,571.56,1071,0
623,2023-09-19 19:51:42,Honda,CR-V Hybrid,South,Install,LiIon_Standard,1,1305.42,1.0,100,40.66,0.05,1673.05,227.31,2871,0
624,2023-08-11 18:53:18,Chevrolet,Volt,South,Install,NiMH_Standard,0,1055.56,3.19,110,0.0,0.0,1763.69,357.61,1456,0
625,2024-12-29 23:08:26,Hyundai,Ioniq Hybrid,North,Install,LiIon_Premium,1,1592.23,3.22,132,50.47,0.0,2549.92,482.53,1765,0
626,2022-10-01 17:12:09,Honda,Insight,North,Install,NiMH_Premium,0,1202.8,2.82,120,0.0,0.2,1500.6,-40.3,2349,1
627,2024-02-19 23:56:53,Ford,Escape Hybrid,South,Diagnostic,NiMH_Premium,0,115.69,1.1,122,0.0,0.0,289.74,40.13,1071,1
628,2022-03-29 04:12:28,Ford,Escape Hybrid,North,Diagnostic,LiIon_Standard,0,89.27,1.25,89,0.0,0.0,167.09,-33.05,2272,0
629,2024-07-18 04:57:13,Hyundai,Sonata Hybrid,East,Install,LiIon_Standard,0,1255.71,2.8,97,0.0,0.15,1567.63,40.48,1202,0
630,2023-02-02 02:51:46,Ford,Escape Hybrid,West,Install,NiMH_Premium,1,995.26,3.18,90,40.99,0.0,1523.24,201.01,2804,1
631,2023-01-15 07:04:39,Kia,Niro Hybrid,South,Install,LiIon_Standard,0,1027.56,2.61,133,0.0,0.15,1464.99,90.31,2381,0
632,2022-05-29 00:34:08,Ford,Fusion Hybrid,West,Install,LiIon_Premium,0,1949.14,4.62,102,0.0,0.1,2799.51,379.35,1671,0
633,2023-07-12 06:16:40,Chevrolet,Volt,North,Install,LiIon_Standard,0,1337.02,2.8,109,0.0,0.05,2003.68,361.64,2400,0
634,2023-03-14 13:28:10,Chevrolet,Malibu Hybrid,North,Install,LiIon_Standard,0,1229.91,3.46,112,0.0,0.0,2140.54,523.6,1628,1
635,2024-12-02 19:47:20,Honda,Insight,East,Install,NiMH_Standard,0,941.93,2.46,111,0.0,0.0,1465.44,249.92,1230,1
636,2022-07-14 22:13:45,Kia,Niro Hybrid,East,Diagnostic,NiMH_Premium,1,51.57,1.67,87,46.61,0.1,302.0,58.83,1019,0
637,2023-04-03 00:58:16,Honda,CR-V Hybrid,West,Install,NiMH_Premium,0,1160.26,3.59,130,0.0,0.0,1944.96,318.42,1438,0
638,2024-09-12 16:53:56,Ford,Fusion Hybrid,North,Diagnostic,NiMH_Standard,0,51.77,1.41,104,0.0,0.1,247.46,49.08,2415,1
639,2024-06-02 23:35:32,Lexus,RX 450h,East,Install,LiIon_Standard,0,1130.41,2.18,130,0.0,0.1,1708.64,295.08,2127,0
640,2024-04-17 03:09:50,Nissan,Altima Hybrid,South,Install,NiMH_Standard,0,647.4,2.4,123,0.0,0.1,1096.04,153.68,1546,0
641,2023-07-30 22:59:38,Kia,Niro Hybrid,South,Install,NiMH_Standard,0,708.28,4.35,119,0.0,0.0,1665.2,439.4,2373,1
642,2024-08-14 04:33:50,Nissan,Altima Hybrid,North,Diagnostic,NiMH_Standard,1,110.64,0.82,120,70.19,0.1,233.12,-45.9,1776,0
643,2022-09-03 05:43:02,Lexus,RX 450h,West,Diagnostic,NiMH_Standard,1,50.39,1.52,133,78.97,0.1,318.6,-12.98,1313,0
644,2024-06-05 13:05:57,Chevrolet,Volt,North,Install,NiMH_Standard,1,964.19,2.24,100,44.24,0.0,1467.81,234.96,2358,1
645,2023-09-28 13:24:06,Lexus,ES 300h,West,Install,LiIon_Standard,0,1414.8,3.81,101,0.0,0.15,1914.1,114.82,1912,1
646,2023-01-19 04:49:36,Ford,Escape Hybrid,East,Install,NiMH_Premium,1,1201.99,2.45,118,56.07,0.0,1955.65,408.39,2328,0
647,2022-08-27 18:40:12,Chevrolet,Volt,East,Install,NiMH_Standard,1,864.17,2.23,96,30.28,0.2,1110.15,1.67,2124,0
648,2023-07-26 04:28:19,Hyundai,Sonata Hybrid,East,Install,NiMH_Standard,1,915.96,2.43,125,36.76,0.0,1532.68,276.19,1202,0
649,2022-01-04 07:32:57,Nissan,Rogue Hybrid,West,Install,LiIon_Standard,1,1250.01,2.56,86,35.57,0.0,1842.58,337.11,1099,0
650,2024-02-22 14:49:44,Lexus,RX 450h,North,Install,NiMH_Standard,0,1044.47,3.32,129,0.0,0.1,1682.24,209.01,1201,0
651,2022-09-16 07:20:50,Chevrolet,Volt,North,Diagnostic,NiMH_Premium,1,136.3,1.23,102,39.68,0.0,319.36,17.45,1447,0
652,2023-03-03 04:42:14,Kia,Niro Hybrid,East,Install,NiMH_Premium,1,1373.98,2.12,85,25.3,0.0,1882.61,302.81,1448,0
653,2022-07-31 11:49:11,Honda,Accord Hybrid,South,Install,NiMH_Premium,1,941.81,2.98,115,34.47,0.0,1496.61,177.89,2837,0
654,2023-05-25 14:25:08,Lexus,ES 300h,North,Install,LiIon_Premium,1,1647.56,2.09,98,60.3,0.1,2108.36,196.15,2566,0
655,2023-02-11 03:48:30,Hyundai,Ioniq Hybrid,North,Install,LiIon_Standard,1,1300.5,3.51,100,44.5,0.0,2010.02,313.54,2759,0
656,2022-07-25 14:05:02,Hyundai,Sonata Hybrid,South,Install,LiIon_Premium,0,1755.57,3.66,109,0.0,0.05,2495.17,340.5,1948,1
657,2024-08-31 00:19:35,Lexus,ES 300h,North,Warranty_Replacement,LiIon_Premium,1,1492.72,1.98,113,11.52,0.05,2020.24,291.89,1644,1
658,2024-04-11 12:52:25,Kia,Optima Hybrid,North,Diagnostic,NiMH_Standard,1,27.7,1.34,91,59.22,0.05,206.75,-1.72,1805,1
659,2023-03-01 16:46:43,Toyota,RAV4 Hybrid,West,Install,NiMH_Standard,1,1056.81,4.4,87,34.72,0.0,1789.82,315.34,2735,1
660,2022-03-05 02:42:38,Ford,Escape Hybrid,South,Diagnostic,NiMH_Standard,1,63.23,1.12,108,61.86,0.0,446.09,199.91,1711,0
661,2024-07-14 11:31:51,Honda,Accord Hybrid,West,Install,NiMH_Premium,0,1021.51,2.24,102,0.0,0.2,1169.75,-80.71,2265,1
662,2024-02-03 03:21:48,Kia,Optima Hybrid,West,Install,NiMH_Premium,0,1067.56,3.46,114,0.0,0.1,1732.25,269.86,1289,0
663,2023-09-01 09:30:36,Toyota,Prius,North,Install,NiMH_Standard,0,946.86,2.09,122,0.0,0.15,1266.4,64.09,2963,1
664,2023-10-25 01:53:45,Honda,Accord Hybrid,East,Install,NiMH_Standard,1,801.29,2.83,115,77.62,0.1,1307.77,103.23,2283,1
665,2022-01-09 08:06:51,Hyundai,Ioniq Hybrid,East,Install,NiMH_Premium,1,1229.0,2.52,90,57.05,0.1,1744.34,231.42,2932,0
666,2023-06-03 20:47:20,Kia,Niro Hybrid,East,Diagnostic,LiIon_Standard,1,50.64,0.85,134,57.95,0.2,166.69,-55.67,1589,1
667,2022-07-26 16:00:02,Hyundai,Sonata Hybrid,North,Install,LiIon_Standard,1,1090.7,2.8,120,72.28,0.05,1718.7,219.73,2233,1
668,2023-12-15 04:50:50,Lexus,RX 450h,North,Diagnostic,LiIon_Premium,0,122.73,1.65,87,0.0,0.15,370.68,104.4,1548,1
669,2024-10-16 17:59:13,Nissan,Rogue Hybrid,North,Diagnostic,NiMH_Standard,0,91.95,1.75,123,0.0,0.0,162.74,-144.8,1935,0
670,2023-08-05 05:52:12,Honda,CR-V Hybrid,East,Diagnostic,NiMH_Premium,1,69.99,1.66,129,37.82,0.0,334.99,12.65,1645,0
671,2023-10-24 13:40:41,Nissan,Rogue Hybrid,West,Install,LiIon_Premium,1,1637.44,3.27,113,56.06,0.05,2464.15,401.24,1284,1
672,2024-01-01 20:41:13,Hyundai,Sonata Hybrid,East,Diagnostic,LiIon_Standard,1,123.95,1.07,126,35.55,0.05,414.72,120.26,1884,0
673,2024-10-14 20:29:29,Kia,Niro Hybrid,East,Install,NiMH_Premium,1,1270.98,1.11,129,37.44,0.0,1783.25,331.15,2060,0
674,2022-02-11 19:32:08,Toyota,Camry Hybrid,West,Install,NiMH_Premium,1,1337.62,3.29,133,46.46,0.05,2366.09,543.9,1314,0
675,2022-12-06 13:57:14,Hyundai,Sonata Hybrid,East,Install,NiMH_Standard,0,829.96,1.18,132,0.0,0.05,1227.69,242.43,1796,0
676,2022-10-21 20:31:54,Kia,Optima Hybrid,North,Warranty_Replacement,LiIon_Premium,1,1706.08,0.65,94,49.94,0.15,1770.08,-47.38,1187,1
677,2024-02-24 15:15:33,Hyundai,Sonata Hybrid,West,Install,LiIon_Standard,0,1348.26,2.87,86,0.0,0.0,1877.63,282.49,2291,1
678,2023-05-06 10:51:33,Toyota,Prius,South,Install,NiMH_Premium,0,1133.99,3.21,117,0.0,0.0,1906.15,396.39,1625,1
679,2024-04-25 08:49:16,Hyundai,Ioniq Hybrid,North,Diagnostic,NiMH_Premium,0,77.13,0.97,118,0.0,0.1,107.84,-84.28,1178,1
680,2023-06-02 06:55:26,Nissan,Altima Hybrid,South,Install,NiMH_Premium,0,1129.97,4.23,113,0.0,0.05,1950.87,343.09,2026,1
681,2024-04-19 20:15:20,Kia,Niro Hybrid,West,Diagnostic,NiMH_Standard,0,91.97,1.43,96,0.0,0.1,194.39,-34.96,2669,1
682,2022-01-20 21:40:40,Honda,Accord Hybrid,North,Install,LiIon_Standard,1,1141.43,2.8,132,49.28,0.0,1854.78,294.41,2982,0
683,2024-12-18 08:42:30,Nissan,Rogue Hybrid,South,Install,NiMH_Premium,0,1268.64,4.11,105,0.0,0.0,2047.94,347.85,2934,1
684,2024-11-08 16:47:38,Nissan,Altima Hybrid,North,Install,NiMH_Standard,0,937.29,4.25,122,0.0,0.15,1604.97,148.93,1347,1
685,2022-02-17 12:53:20,Honda,CR-V Hybrid,North,Install,NiMH_Premium,0,1175.6,3.41,116,0.0,0.0,1802.12,230.96,1418,1
686,2023-03-05 18:59:27,Lexus,ES 300h,North,Install,LiIon_Premium,0,1753.94,2.38,129,0.0,0.1,2393.81,332.88,2785,1
687,2024-11-28 18:29:26,Chevrolet,Volt,East,Install,NiMH_Premium,1,1156.21,2.56,120,39.78,0.0,1964.91,461.75,2265,0
688,2024-07-06 14:26:25,Hyundai,Ioniq Hybrid,West,Install,NiMH_Premium,0,1119.58,1.84,116,0.0,0.0,1640.15,306.82,2086,0
689,2023-05-28 18:21:08,Chevrolet,Malibu Hybrid,North,Diagnostic,LiIon_Standard,0,96.31,1.18,127,0.0,0.1,142.44,-103.58,2603,1
690,2023-08-20 11:03:19,Lexus,ES 300h,North,Diagnostic,LiIon_Standard,1,97.61,0.67,87,35.57,0.0,255.56,63.66,1129,1
691,2022-02-02 11:11:09,Nissan,Altima Hybrid,North,Install,LiIon_Standard,1,1239.13,2.74,120,45.13,0.0,1976.92,364.26,2108,0
692,2023-09-11 06:59:23,Lexus,ES 300h,North,Install,LiIon_Premium,1,1628.83,3.21,114,51.92,0.1,2193.24,146.73,2144,0
693,2023-12-31 15:38:08,Nissan,Rogue Hybrid,East,Install,NiMH_Standard,1,878.04,1.41,123,29.9,0.0,1504.92,423.17,2870,0
694,2023-01-29 12:27:03,Nissan,Altima Hybrid,East,Diagnostic,LiIon_Premium,0,63.44,0.57,96,0.0,0.0,59.03,-58.96,1934,0
695,2022-12-02 21:44:07,Toyota,RAV4 Hybrid,East,Diagnostic,LiIon_Premium,1,125.75,0.95,114,21.32,0.05,154.57,-100.41,2023,0
696,2024-06-26 04:15:34,Ford,Fusion Hybrid,South,Install,NiMH_Premium,0,1237.98,2.96,99,0.0,0.0,1936.33,405.51,2601,0
697,2023-05-07 07:09:02,Kia,Niro Hybrid,East,Install,LiIon_Standard,0,1301.75,2.6,90,0.0,0.05,1819.07,282.88,1541,0
698,2022-10-17 02:16:35,Hyundai,Sonata Hybrid,North,Warranty_Replacement,NiMH_Standard,0,788.07,1.81,113,0.0,0.0,1359.74,367.06,1139,0
699,2023-02-15 10:18:31,Toyota,RAV4 Hybrid,North,Diagnostic,NiMH_Premium,1,102.17,0.85,86,28.25,0.0,193.14,-10.12,1943,1
700,2023-06-24 00:06:13,Toyota,Prius,West,Install,NiMH_Standard,0,826.61,1.84,89,0.0,0.0,1208.42,218.01,2221,0
701,2022-10-12 03:38:51,Hyundai,Sonata Hybrid,East,Diagnostic,NiMH_Standard,0,60.42,0.93,111,0.0,0.15,176.08,12.14,1975,1
702,2023-09-06 09:23:08,Hyundai,Sonata Hybrid,West,Install,LiIon_Premium,0,1792.71,2.83,129,0.0,0.0,2713.1,555.39,2412,0
703,2024-08-01 00:57:15,Honda,Insight,West,Install,NiMH_Standard,1,946.48,2.75,120,39.35,0.15,1413.93,97.89,1507,0
